BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE,YEAR
STATEN ISLAND,GRYMES HILL,02 TWO FAMILY HOMES,5,462000,519400,500000,605000,2022
STATEN ISLAND,HUGUENOT,01 ONE FAMILY HOMES,71,410000,891309,800000,1815000,2022
STATEN ISLAND,HUGUENOT,02 TWO FAMILY HOMES,45,400000,1091825,1050000,1549999,2022
STATEN ISLAND,LIVINGSTON,01 ONE FAMILY HOMES,17,200000,592912,600000,995000,2022
STATEN ISLAND,LIVINGSTON,02 TWO FAMILY HOMES,5,475000,594500,547500,750000,2022
STATEN ISLAND,MANOR HEIGHTS,01 ONE FAMILY HOMES,73,292500,753955,720000,1600000,2022
STATEN ISLAND,MANOR HEIGHTS,02 TWO FAMILY HOMES,21,530000,892666,840000,1303360,2022
STATEN ISLAND,MARINERS HARBOR,01 ONE FAMILY HOMES,109,205000,476674,479000,850000,2022
STATEN ISLAND,MARINERS HARBOR,02 TWO FAMILY HOMES,49,350000,604457,580000,950000,2022
STATEN ISLAND,MARINERS HARBOR,03 THREE FAMILY HOMES,3,237500,405833,360000,620000,2022
STATEN ISLAND,MIDLAND BEACH,01 ONE FAMILY HOMES,130,210000,591968,630000,980000,2022
STATEN ISLAND,MIDLAND BEACH,02 TWO FAMILY HOMES,29,350000,787505,780000,1158769,2022
STATEN ISLAND,MIDLAND BEACH,03 THREE FAMILY HOMES,2,990000,1085000,1085000,1180000,2022
STATEN ISLAND,NEW BRIGHTON,01 ONE FAMILY HOMES,43,271000,534151,540000,830000,2022
STATEN ISLAND,NEW BRIGHTON,02 TWO FAMILY HOMES,48,319500,587492,581000,1103853,2022
STATEN ISLAND,NEW BRIGHTON,03 THREE FAMILY HOMES,7,493500,682372,635000,1039101,2022
STATEN ISLAND,NEW BRIGHTON-ST. GEORGE,01 ONE FAMILY HOMES,2,1545000,1547500,1547500,1550000,2022
STATEN ISLAND,NEW BRIGHTON-ST. GEORGE,02 TWO FAMILY HOMES,3,275000,583333,275000,1200000,2022
STATEN ISLAND,NEW DORP,01 ONE FAMILY HOMES,76,285000,700167,690000,1280000,2022
STATEN ISLAND,NEW DORP,02 TWO FAMILY HOMES,46,250000,903948,902500,1425550,2022
STATEN ISLAND,NEW DORP-BEACH,01 ONE FAMILY HOMES,44,205000,504184,512500,795000,2022
STATEN ISLAND,NEW DORP-BEACH,02 TWO FAMILY HOMES,10,300000,781099,795000,1170988,2022
STATEN ISLAND,NEW DORP-HEIGHTS,01 ONE FAMILY HOMES,56,200000,717634,670500,1375000,2022
STATEN ISLAND,NEW DORP-HEIGHTS,02 TWO FAMILY HOMES,5,824200,1046764,970000,1267721,2022
STATEN ISLAND,NEW SPRINGVILLE,01 ONE FAMILY HOMES,101,397591,680811,690000,1250000,2022
STATEN ISLAND,NEW SPRINGVILLE,02 TWO FAMILY HOMES,72,399900,856117,862000,1258000,2022
STATEN ISLAND,OAKWOOD,01 ONE FAMILY HOMES,41,425000,719717,675000,1300000,2022
STATEN ISLAND,OAKWOOD,02 TWO FAMILY HOMES,9,465683,823063,860000,1050000,2022
STATEN ISLAND,OAKWOOD,03 THREE FAMILY HOMES,1,760000,760000,760000,760000,2022
STATEN ISLAND,OAKWOOD-BEACH,01 ONE FAMILY HOMES,44,284905,657571,647000,1120000,2022
STATEN ISLAND,OAKWOOD-BEACH,02 TWO FAMILY HOMES,13,625000,810977,792000,1230000,2022
STATEN ISLAND,PLEASANT PLAINS,01 ONE FAMILY HOMES,30,349201,772503,682500,1499000,2022
STATEN ISLAND,PLEASANT PLAINS,02 TWO FAMILY HOMES,27,450001,1083850,1102256,1475000,2022
STATEN ISLAND,PORT IVORY,01 ONE FAMILY HOMES,19,268710,428204,445000,592000,2022
STATEN ISLAND,PORT IVORY,02 TWO FAMILY HOMES,4,319300,374001,350352,476000,2022
STATEN ISLAND,PORT RICHMOND,01 ONE FAMILY HOMES,81,225000,520465,500000,850000,2022
STATEN ISLAND,PORT RICHMOND,02 TWO FAMILY HOMES,66,250000,573036,548250,960000,2022
STATEN ISLAND,PORT RICHMOND,03 THREE FAMILY HOMES,2,490000,495000,495000,500000,2022
STATEN ISLAND,PRINCES BAY,01 ONE FAMILY HOMES,56,375000,804642,759950,1800000,2022
STATEN ISLAND,PRINCES BAY,02 TWO FAMILY HOMES,47,242000,1053475,1087347,1500000,2022
STATEN ISLAND,RICHMONDTOWN,01 ONE FAMILY HOMES,62,342946,835299,721250,1735000,2022
STATEN ISLAND,RICHMONDTOWN,02 TWO FAMILY HOMES,3,800000,1038000,870000,1444000,2022
STATEN ISLAND,RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES,10,765000,1137300,942500,1645000,2022
STATEN ISLAND,ROSEBANK,01 ONE FAMILY HOMES,75,200000,612547,602000,1423800,2022
STATEN ISLAND,ROSEBANK,02 TWO FAMILY HOMES,31,250000,726894,760000,1272813,2022
STATEN ISLAND,ROSEBANK,03 THREE FAMILY HOMES,3,760000,836667,815000,935000,2022
STATEN ISLAND,ROSSVILLE,01 ONE FAMILY HOMES,54,450000,679808,605000,1299000,2022
STATEN ISLAND,ROSSVILLE,02 TWO FAMILY HOMES,26,600000,1002584,953897,2050000,2022
STATEN ISLAND,ROSSVILLE-CHARLESTON,01 ONE FAMILY HOMES,20,450832,729637,752500,949900,2022
STATEN ISLAND,ROSSVILLE-CHARLESTON,02 TWO FAMILY HOMES,2,995000,1047500,1047500,1100000,2022
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES,5,320000,692000,825000,885000,2022
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES,7,975000,1278986,1247356,1930000,2022
STATEN ISLAND,SILVER LAKE,01 ONE FAMILY HOMES,21,495000,759919,710000,1570000,2022
STATEN ISLAND,SILVER LAKE,02 TWO FAMILY HOMES,2,616000,923000,923000,1230000,2022
STATEN ISLAND,SILVER LAKE,03 THREE FAMILY HOMES,1,780000,780000,780000,780000,2022
STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY HOMES,107,200000,619374,635000,1170988,2022
STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY HOMES,32,378000,828504,815000,1423514,2022
STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY HOMES,5,565000,854800,894000,1125000,2022
STATEN ISLAND,STAPLETON,01 ONE FAMILY HOMES,40,218000,436547,404000,940000,2022
STATEN ISLAND,STAPLETON,02 TWO FAMILY HOMES,41,223250,579298,575000,999900,2022
STATEN ISLAND,STAPLETON,03 THREE FAMILY HOMES,5,450000,660000,620000,850000,2022
STATEN ISLAND,STAPLETON-CLIFTON,01 ONE FAMILY HOMES,20,316000,620945,577500,1200000,2022
STATEN ISLAND,STAPLETON-CLIFTON,02 TWO FAMILY HOMES,4,477000,630000,634000,775000,2022
STATEN ISLAND,SUNNYSIDE,01 ONE FAMILY HOMES,21,225000,895238,728000,4775000,2022
STATEN ISLAND,SUNNYSIDE,02 TWO FAMILY HOMES,12,550000,741958,712500,970000,2022
STATEN ISLAND,TODT HILL,01 ONE FAMILY HOMES,39,1130000,1724870,1600000,3550000,2022
STATEN ISLAND,TOMPKINSVILLE,01 ONE FAMILY HOMES,14,368000,534969,487000,868500,2022
STATEN ISLAND,TOMPKINSVILLE,02 TWO FAMILY HOMES,13,345000,623514,640000,880000,2022
STATEN ISLAND,TOMPKINSVILLE,03 THREE FAMILY HOMES,3,431000,613333,634000,775000,2022
STATEN ISLAND,TOTTENVILLE,01 ONE FAMILY HOMES,118,239000,790047,727500,2060000,2022
STATEN ISLAND,TOTTENVILLE,02 TWO FAMILY HOMES,60,248800,1056826,1072500,1725000,2022
STATEN ISLAND,TRAVIS,01 ONE FAMILY HOMES,40,200000,617671,620000,935000,2022
STATEN ISLAND,TRAVIS,02 TWO FAMILY HOMES,5,605000,757000,680000,920000,2022
STATEN ISLAND,TRAVIS,03 THREE FAMILY HOMES,1,570220,570220,570220,570220,2022
STATEN ISLAND,WEST NEW BRIGHTON,01 ONE FAMILY HOMES,108,260000,583026,570000,1130000,2022
STATEN ISLAND,WEST NEW BRIGHTON,02 TWO FAMILY HOMES,56,200000,620753,640000,1250000,2022
STATEN ISLAND,WEST NEW BRIGHTON,03 THREE FAMILY HOMES,9,349830,543426,450000,806000,2022
STATEN ISLAND,WESTERLEIGH,01 ONE FAMILY HOMES,112,305000,658213,657500,1215000,2022
STATEN ISLAND,WESTERLEIGH,02 TWO FAMILY HOMES,39,301000,742590,750000,1120075,2022
STATEN ISLAND,WESTERLEIGH,03 THREE FAMILY HOMES,1,770000,770000,770000,770000,2022
STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY HOMES,81,249390,742834,730000,1600000,2022
STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY HOMES,42,200000,786202,853000,1160000,2022
STATEN ISLAND,WOODROW,01 ONE FAMILY HOMES,53,340000,660887,649900,1600000,2022
STATEN ISLAND,WOODROW,02 TWO FAMILY HOMES,56,200000,859090,795000,1475000,2022
